License: CC0 1.0 Universal (CC0 1.0) Public Domain Dedication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Citation: Qin, Ben; Fang, Huang; Shichun, Huang; Andre, Python; Yunfeng, Chen; J, ZhangZhou, 2022, ""Global mantle clinopyroxene data (major and trace elements)"", https://doi.org/10.25625/AVAW2Y, GRO.data, V2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITATIONS,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ROCK NAME,ROCK TEXTURE,MINERAL,SPOT,RIM/CORE (MINERAL GRAINS),PRIMARY/SECONDARY,SC(PPM),TI(PPM),V(PPM),CR(PPM),NI(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),Petrography,Note,Labelled by LREE
[19448] MCCOY-WEST A. J. (2015),samp. WFP-5,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,78.65,308.7,172.4,6828,352.2,0.0145,20.49,2.103,5.52,0.989,0.0149,2.305,3.478,0.328,1.3,0.353,0.1192,0.424,0.0665,0.389,0.0755,0.217,0.0311,0.263,0.0432,0.181,0.0974,0.0088,0.1157,0.0388,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-5,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,82.61,149.5,174.9,6751,345.5,0.0024,20.71,1.533,2.523,0.818,0.004,2.281,3.483,0.303,1.08,0.255,0.0917,0.281,0.0375,0.233,0.0511,0.18,0.0321,0.259,0.0459,0.0447,0.0998,0.0103,0.0968,0.0354,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-5,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,76.06,299.2,167.7,7147,358,0.0019,20.72,2.07,5.31,0.946,0.0026,2.289,3.478,0.329,1.391,0.386,0.1168,0.38,0.0625,0.375,0.0708,0.235,0.0332,0.252,0.0441,0.178,0.1006,0.0094,0.118,0.0379,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-5,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,70.84,326.5,163,7617,358.2,0.0037,21.15,2.254,5.542,0.944,0.0105,2.36,3.551,0.34,1.416,0.38,0.1262,0.426,0.0656,0.406,0.0804,0.236,0.0333,0.254,0.0432,0.192,0.0945,0.0125,0.1206,0.0403,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-5,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,77.51,306.1,167.2,7913,347.5,0.0039,17.73,2.205,5.7,0.3,0,1.975,3.152,0.307,1.245,0.345,0.1154,0.419,0.0591,0.379,0.0778,0.25,0.0382,0.265,0.0473,0.182,0.0693,0.0179,0.0572,0.0258,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-5,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,77.77,440.4,166.3,7823,336.2,0.0021,17.72,2.97,10.16,0.281,0.0061,1.859,2.995,0.299,1.408,0.42,0.1316,0.557,0.0868,0.58,0.1075,0.314,0.0486,0.317,0.0498,0.326,0.0729,0.0206,0.0438,0.023,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-5,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,76.42,318.2,171.3,7487,357.3,0.0026,20.5,2.139,6,0.866,0.0115,2.286,3.476,0.328,1.4,0.372,0.1259,0.439,0.0653,0.393,0.0791,0.225,0.0364,0.258,0.0432,0.19,0.0986,0.0111,0.1103,0.0378,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-5,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,79.86,300.4,172.7,7323,357.6,0.0149,20.4,2.136,5.708,0.804,0.006,2.212,3.433,0.33,1.343,0.358,0.1175,0.425,0.0609,0.387,0.0755,0.228,0.0345,0.268,0.0437,0.185,0.096,0.0114,0.1015,0.041,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-7,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,84.62,492,221,4110,341.5,0.108,26.1,4.431,4.117,0.209,0.0091,1.376,3.214,0.393,1.628,0.358,0.122,0.423,0.0812,0.644,0.1629,0.555,0.0873,0.646,0.0931,0.143,0.0319,0.0264,0.0578,0.0196,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-7,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,72.05,757.6,255.2,8630,354.9,0.0025,26.64,5.07,5.65,0.397,0.0053,1.682,4.041,0.486,1.952,0.444,0.1475,0.519,0.0949,0.766,0.187,0.651,0.1024,0.747,0.1159,0.231,0.1133,0.0526,0.0968,0.0338,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-7,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,78.25,687.3,253.4,6084,347.3,0.0036,27.9,4.904,5.13,0.422,0.0167,1.667,3.914,0.479,1.98,0.425,0.1471,0.488,0.0969,0.745,0.1794,0.622,0.1017,0.68,0.1069,0.199,0.1154,0.0313,0.095,0.0295,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-7,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,78.08,708.6,250.2,6543,334.9,0.0033,27.17,4.978,5.26,0.364,0.0038,1.634,3.758,0.46,1.891,0.426,0.146,0.492,0.096,0.748,0.1796,0.634,0.1007,0.695,0.1114,0.213,0.1069,0.0242,0.0903,0.028,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-7,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,83.93,685.3,248.9,6007,351.6,0.036,25.24,4.688,5.258,0.282,0.0116,1.453,3.421,0.404,1.739,0.388,0.1312,0.435,0.0863,0.69,0.174,0.606,0.101,0.689,0.1097,0.204,0.0601,0.0265,0.0807,0.0257,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-7,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,81.23,631.1,245,5498,338.3,0.004,26.26,4.749,4.814,0.265,0.0024,1.516,3.534,0.428,1.875,0.405,0.1284,0.481,0.0866,0.706,0.1759,0.605,0.0926,0.656,0.1063,0.1837,0.0618,0.0176,0.0732,0.0241,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-7,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,86.23,734.1,253.8,7018,362.2,0.0024,24.47,4.837,5.69,0.375,0.0206,1.402,3.203,0.395,1.741,0.393,0.1277,0.449,0.0881,0.717,0.1834,0.599,0.1039,0.74,0.1039,0.219,0.0592,0.0573,0.0962,0.0241,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-7,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,78.15,694.2,251.7,6975,339,0.0086,28.67,5.045,5.38,0.618,0.0093,1.72,3.945,0.472,2.105,0.446,0.1408,0.497,0.0931,0.741,0.1901,0.622,0.0977,0.676,0.1106,0.201,0.1276,0.0197,0.1163,0.0352,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-8,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,75.62,290.7,237.5,6006,354.5,0.0016,1.47,5.313,0.0093,0.285,0.035,0.145,0.129,0.0049,0.0063,0.0081,0.0117,0.137,0.0514,0.617,0.1921,0.712,0.1143,0.787,0.1221,0.00043,0.00207,0.009,0.0851,0.0403,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-8,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,75.91,245.7,228.4,4310,371.7,0.0044,0.1056,4.667,0.044,0.1233,0.064,0.0068,0.0081,0.00022,0,0.0145,0.0105,0.124,0.0504,0.561,0.1609,0.615,0.1009,0.674,0.1033,0.0026,0.00012,0.0032,0.00236,0.00117,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-8,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,75.33,345,255.2,9332,338.9,0.0038,0.0756,5.881,0.0178,0.153,0.068,0.0031,0.0078,0.00013,0.00043,0.0149,0.013,0.154,0.0626,0.708,0.2048,0.765,0.1313,0.92,0.1423,0.00111,0,0.0037,0.00146,0.00024,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-8,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,72.46,229.9,225.2,4651,389.4,0.0034,0.1643,4.677,0.0109,0.099,0.07,0.0265,0.022,0.00046,0.00033,0.0102,0.0096,0.15,0.0508,0.545,0.1622,0.603,0.1021,0.702,0.1167,0.00034,0.00024,0.0057,0.0093,0.00363,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-8,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,73.36,219.4,223.7,4356,356.7,0.0103,0.1016,4.467,0.0112,0.0952,0.047,0.0061,0.0082,0.00051,0.009,0.0126,0.0133,0.137,0.0484,0.561,0.1566,0.574,0.0973,0.666,0.1062,0.00075,0.000062,0.0059,0.00229,0.00099,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-8,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,68.63,247.3,228.6,6589,419.7,0.073,0.263,4.948,0.052,0.1742,0.092,0.0484,0.0459,0.00062,0.008,0.0159,0.0121,0.141,0.0546,0.592,0.1721,0.64,0.1043,0.736,0.1175,0.00106,0.00087,0.0035,0.0218,0.0141,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-8,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,78.34,260.6,230.7,4263,373.5,0.091,0.0809,4.867,0.364,0.147,0.033,0.00182,0.0059,0.00023,0.0012,0.0121,0.0102,0.138,0.053,0.594,0.1713,0.639,0.1035,0.738,0.1091,0.0042,0.00006,0.0032,0.00108,0.00178,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-8,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,70.83,256.9,231,5841,369.1,0.0153,0.092,4.811,0.116,0.164,0.078,0.00227,0.0089,0.00066,0.0028,0.0126,0.0123,0.15,0.055,0.591,0.1729,0.623,0.1026,0.764,0.118,0.0022,0.00031,0.0022,0.00132,0.00062,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-11,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,91.7,30.92,149.4,5616,340.6,0.0134,104.18,1.647,2.998,0.193,0.0094,4.709,12.29,1.667,7.23,1.38,0.409,1.057,0.1057,0.453,0.0557,0.1009,0.015,0.125,0.0231,0.018,0.0512,0.089,0.054,0.0311,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-11,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,93.84,31.52,151,6083,316.9,0.116,101.89,1.858,4.232,0.184,0.0022,4.392,11.32,1.6,7.02,1.468,0.426,1.115,0.1245,0.519,0.0704,0.1353,0.0169,0.132,0.0266,0.0271,0.057,0.0789,0.0559,0.0342,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-11,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,85.35,40.75,147.8,8615,333,0.0054,95.54,1.565,3.29,0.24,0.0075,4.02,10.91,1.567,6.8,1.395,0.382,1.032,0.1083,0.459,0.0564,0.1148,0.0159,0.145,0.0267,0.0325,0.0911,0.0886,0.0775,0.0284,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-11,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,93.35,34.08,156.4,6021,354.3,0.002,104.47,2.099,5.02,0.226,0.0097,4.672,12.09,1.655,7.4,1.545,0.453,1.179,0.1285,0.57,0.079,0.158,0.0174,0.133,0.0243,0.0325,0.0656,0.0834,0.0548,0.029,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-11,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,90.99,36.15,153.9,6226,335.8,0.176,107.34,1.861,3.972,0.378,0.0127,5.001,12.68,1.785,7.72,1.518,0.433,1.196,0.1283,0.503,0.0604,0.13,0.0164,0.127,0.0249,0.0324,0.0935,0.0881,0.0749,0.0766,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-11,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,92.87,33.78,157.6,6570,330.4,0.0026,101.91,1.908,4.356,0.181,0.0015,4.451,11.6,1.642,7.06,1.469,0.415,1.186,0.1296,0.521,0.0693,0.1458,0.0177,0.138,0.0243,0.0328,0.0601,0.0814,0.0519,0.025,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-11,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,90.64,31.16,156.5,6257,340.4,0.156,110.2,1.62,3.129,0.368,0.37,5.072,13.17,1.807,7.84,1.532,0.444,1.111,0.1116,0.48,0.0606,0.1105,0.0155,0.1267,0.0266,0.0228,0.099,0.161,0.0724,0.0355,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-11,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,90.5,35.63,152.1,6174,339.3,0.911,108.95,1.579,3.104,0.378,0.12,5.084,13,1.801,7.69,1.446,0.425,1.036,0.1085,0.422,0.0608,0.1125,0.0181,0.1387,0.0236,0.0283,0.1034,0.185,0.104,0.0618,,,
[19448] MCCOY-WEST A. J. (2015),samp. WFP-11,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"PEAK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,92.52,35.88,157,6321,339.2,0.533,106.1,2.068,5.224,0.359,0.0226,4.656,12.18,1.69,7.51,1.517,0.466,1.208,0.1365,0.582,0.0734,0.1466,0.0155,0.142,0.0264,0.0368,0.0912,0.0899,0.1377,0.1275,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-1,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,64.94,314.5,223.6,8637,347.3,0.002,7.288,5.734,0.468,0.0548,0.031,1.082,0.803,0.0323,0.0315,0.0184,0.0154,0.163,0.0608,0.676,0.1928,0.806,0.1265,0.878,0.1426,0.01,0.00161,0.2015,3.703,1.017,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-1,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,80.62,177.8,222.1,6174,342.6,0,19.65,3.963,11.33,0.0463,0.0071,2.157,2.099,0.0918,0.149,0.0272,0.014,0.108,0.0392,0.436,0.1371,0.537,0.0924,0.708,0.1128,0.0439,0.0087,0.1925,2.506,0.604,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-1,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,74.16,304,229.8,7738,354.6,0.0044,13.26,5.222,3.82,0.0499,0.0014,1.842,1.625,0.0601,0.065,0.0176,0.0148,0.138,0.0494,0.593,0.1873,0.718,0.1139,0.819,0.134,0.0101,0.0062,0.2182,3.41,0.866,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-1,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,76.91,303,231.2,7598,344.8,0.0027,12.15,5.133,0.12,0.0308,0.0015,1.674,1.65,0.079,0.109,0.019,0.0168,0.14,0.0494,0.579,0.1803,0.719,0.1137,0.825,0.1362,0.0037,0.00031,0.1969,2.594,0.7,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-1,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,69.35,314.3,231,8320,353.2,0.0027,14.15,5.476,0.267,0.0421,0.0022,1.951,1.708,0.0693,0.083,0.0109,0.0146,0.158,0.0533,0.619,0.1894,0.71,0.1168,0.846,0.1292,0.0068,0.00053,0.2068,3.627,0.901,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-1,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,63.49,317.6,226.2,9020,360.3,0.009,10.95,5.83,0.075,0.043,0.0106,1.514,1.221,0.0507,0.063,0.0095,0.0167,0.15,0.0567,0.682,0.1964,0.761,0.1213,0.911,0.1423,0.0074,0.00082,0.215,2.816,0.948,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-1,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,75.77,212,231.3,7840,356.2,0.0164,19.57,4.269,21.65,0.093,0.213,2.256,2.396,0.1161,0.178,0.0277,0.0143,0.123,0.0445,0.481,0.1442,0.569,0.1002,0.721,0.1168,0.0886,0.0256,0.2144,3.163,0.711,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-1,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,69.4,312.4,224.9,7427,357.9,0.0014,13.34,5.357,2.183,0.0597,0.0049,1.901,1.52,0.0522,0.066,0.0177,0.0164,0.157,0.0524,0.631,0.1879,0.685,0.1167,0.833,0.1274,0.0077,0.0081,0.24,3.787,0.964,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-3,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,71.24,1069.9,265.1,6652,356.6,0.021,25.47,10.9,1.338,0.205,0.236,4.99,10.13,0.892,2.535,0.471,0.2226,0.867,0.2015,1.646,0.3919,1.297,0.1916,1.293,0.192,0.0728,0.0084,0.1244,1.317,0.428,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-3,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,75.31,990.5,254.1,5629,348.5,0.0027,7.648,10.23,1.087,0.17,0.0178,0.553,0.823,0.0781,0.329,0.228,0.1162,0.695,0.181,1.523,0.3769,1.21,0.1859,1.203,0.1806,0.0725,0.0099,0.039,0.0892,0.0295,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-3,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,69.46,1025.1,263.5,7112,364.3,0.0039,8.765,10.52,1.264,0.1179,0.036,1.038,1.708,0.1488,0.538,0.231,0.1311,0.739,0.1821,1.563,0.3917,1.277,0.1879,1.254,0.1824,0.0702,0.0084,0.066,0.3761,0.1341,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-3,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,70.54,1076.7,260.2,6575,342.9,0.0027,6.403,10.499,1.382,0.1015,0.0114,0.351,0.611,0.076,0.377,0.248,0.1267,0.736,0.1793,1.547,0.399,1.253,0.187,1.232,0.1828,0.0788,0.0084,0.0477,0.0612,0.0251,,,
[19448] MCCOY-WEST A. J. (2015),samp. WRR-3,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / SOUTHERN ALPS,"RAM ROCK, WAITAHA DOMAIN",-43.77,-43.77,176.72,176.72,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,72.65,1022.7,261.6,6737,347.8,0,7.489,10.56,1.633,0.298,0.0177,1.032,2.032,0.1888,0.607,0.257,0.1344,0.707,0.1831,1.566,0.3842,1.277,0.1854,1.209,0.1853,0.0744,0.0267,0.0428,0.168,0.0459,,,
