License: Creative Commons Attribution 4.0 International (CC-BY 4.0) License.,,,,,,,,,,,,,,,,,,,,,,,
"Citation: Tappe, Sebastian, 2022, ""Global magmatic kimberlite and carbonatite compositions (elemental and isotopic)"", https://doi.org/10.25625/FLV19S, Göttingen Research Online / Data, V1.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Global Database of Major Element Compositions for Bulk Group-1 Kimberlites and Aillikites as compiled in Tappe et al. (2017, EPSL; supplementary file E)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Country / Region,Kimberlite Pipe / Cluster / Field,Kimberlite Group,Sample Number-1,Sample Number-2,Reference,Age [Ma],SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2,LOI,,,
,,,,,,,,,,,,,,,,,,,,,,,
North America - Greenland,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Mengyin (Shandong Province, East China)",Mengyin Pipes,Group-1 Kimberlite,,Huangjiachuan #8,Guan-Zhi (1984),,33.60,1.08,1.48,6.84,1.33,0.10,32.72,6.78,0.13,0.24,0.56,11.16,4.10,,,,
"Mengyin (Shandong Province, East China)",Mengyin Pipes,Group-1 Kimberlite,,Huangjiachuan #6,Guan-Zhi (1984),,33.86,1.18,1.47,7.63,1.59,0.11,33.88,4.88,0.04,0.43,0.46,10.69,3.48,,,,
"Mengyin (Shandong Province, East China)",Mengyin Pipes,Group-1 Kimberlite,,Huangjiachuan #7,Guan-Zhi (1984),,34.54,0.92,0.99,5.60,1.57,0.10,28.59,9.77,0.08,0.10,0.69,10.89,5.92,,,,
"Mengyin (Shandong Province, East China)",Mengyin Pipes,Group-1 Kimberlite,,Changma-54022,Tompkins et al. (1999),,35.20,2.20,2.69,9.33,,0.14,30.03,6.64,0.03,0.89,1.16,,,11.17,,,
"Mengyin (Shandong Province, East China)",Mengyin Pipes,Group-1 Kimberlite,,Xi-Yu-54031,Tompkins et al. (1999),,29.40,2.01,1.88,9.19,,0.23,26.28,11.91,0.02,0.18,1.44,,,16.96,,,
"Mengyin (Shandong Province, East China)",Mengyin Pipes,Group-1 Kimberlite,,Changma-54023,Tompkins et al. (1999),,35.10,1.12,2.38,8.24,,0.10,33.03,4.75,0.07,0.46,0.60,,,13.48,,,
"Mengyin (Shandong Province, East China)",Mengyin Pipes,Group-1 Kimberlite,,Hongqui 6,Wan (1989),,33.97,2.28,3.44,7.87,1.40,0.16,28.97,7.85,0.06,1.25,0.68,9.74,1.19,,,,
"Mengyin (Shandong Province, East China)",Mengyin Pipes,Group-1 Kimberlite,,Shengli 1,Wan (1989),,34.06,1.35,2.44,9.44,1.66,0.16,32.41,4.51,0.08,0.24,0.64,11.60,2.55,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Yakutia (Siberia, Russia)",Yakutsk International,Group-1 Kimberlite,,I-2,Kjarsgaard et al. (2009),,30.50,0.48,1.95,5.70,,0.12,27.00,12.30,0.16,0.59,0.64,,,20.60,,,
"Yakutia (Siberia, Russia)",Yakutsk Jubilee,Group-1 Kimberlite,,JB-1,Kjarsgaard et al. (2009),,26.10,1.00,1.10,6.13,,0.05,19.10,19.80,0.08,0.19,0.33,,,25.90,,,
"Yakutia (Siberia, Russia)",Yakutsk Mir,Group-1 Kimberlite,,M-3,Kjarsgaard et al. (2009),,33.70,1.50,2.20,9.20,,0.10,29.90,5.16,0.17,0.57,0.21,,,15.80,,,
"Yakutia (Siberia, Russia)",Yakutsk Udachnaya,Group-1 Kimberlite,,UD-2,Kjarsgaard et al. (2009),,30.10,1.43,2.11,9.23,,0.16,32.50,8.67,0.12,0.48,0.41,,,14.80,,,
,,,,,,,,,,,,,,,,,,,,,,,
Raichur Kimberlite Field (South India),Siddanpalli,Group-1 Kimberlite,,SK-1A,Chalapathi Rao et al. (2010),1100,30.51,1.17,1.53,6.23,,0.1,30.38,15.6,0.01,0.09,1.25,,,13.96,,,
Raichur Kimberlite Field (South India),Siddanpalli,Group-1 Kimberlite,,SK-1B,Chalapathi Rao et al. (2010),1100,31.53,1.28,1.63,6.89,,0.09,31.64,13.58,0.02,0.11,1.28,,,12.45,,,
Raichur Kimberlite Field (South India),Siddanpalli,Group-1 Kimberlite,,SK-1C,Chalapathi Rao et al. (2010),1100,35.05,1.21,1.75,7.89,,0.12,32.34,10.75,0.01,0.14,1.05,,,10.24,,,
Raichur Kimberlite Field (South India),Siddanpalli,Group-1 Kimberlite,,SK-1D,Chalapathi Rao et al. (2010),1100,32.76,1.53,1.53,8.09,,0.13,34.17,11.73,0.01,0.03,1.58,,,9.2,,,
Raichur Kimberlite Field (South India),Siddanpalli,Group-1 Kimberlite,,SK-1E,Chalapathi Rao et al. (2010),1100,32.49,1.54,1.48,7.62,,0.14,32.4,12.61,0.02,0.05,1.33,,,9.9,,,
Raichur Kimberlite Field (South India),Siddanpalli,Group-1 Kimberlite,,SK-2A,Chalapathi Rao et al. (2010),1100,31.62,1.46,1.63,6.11,,0.11,27.11,15.82,0.03,0.03,1.25,,,14.21,,,
Raichur Kimberlite Field (South India),Siddanpalli,Group-1 Kimberlite,,SK-2B,Chalapathi Rao et al. (2010),1100,34.17,1.41,2.58,7.1,,0.11,28.67,13.73,0.01,0.04,0.93,,,10.78,,,
Raichur Kimberlite Field (South India),Siddanpalli,Group-1 Kimberlite,,SK-2C,Chalapathi Rao et al. (2010),1100,32.61,0.85,3.63,5.48,,0.07,24.9,17.39,0.01,0.05,0.61,,,13.66,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wajrakarur Kimberlite Field (South India),Pipe 2,Group-1 Kimberlite,,P2/e,Dongre et al. (2014),1100,31.47,3.07,4.55,14.00,,0.235,21.78,12.79,0.02,0.04,0.49,,,9.95,,,
Wajrakarur Kimberlite Field (South India),Pipe 2,Group-1 Kimberlite,,P2/f,Dongre et al. (2014),1100,31.80,3.16,4.95,14.55,,0.238,21.74,13.00,0.03,0.06,0.54,,,9.87,,,
Wajrakarur Kimberlite Field (South India),Pipe 2,Group-1 Kimberlite,,P2/g,Dongre et al. (2014),1100,30.47,3.10,4.34,13.77,,0.236,21.81,13.15,0.02,0.04,0.46,,,10.45,,,
Wajrakarur Kimberlite Field (South India),Pipe 2,Group-1 Kimberlite,,3/PR2B,Dongre et al. (2014),1100,33.70,2.58,5.79,12.58,,0.22,18.60,15.60,0.39,2.26,0.93,,,6.55,,,
Wajrakarur Kimberlite Field (South India),Pipe 2,Group-1 Kimberlite,,4/PR2,Dongre et al. (2014),1100,33.22,2.68,5.60,13.27,,0.24,20.31,12.88,0.17,2.47,0.78,,,7.78,,,
Wajrakarur Kimberlite Field (South India),Pipe 2,Group-1 Kimberlite,,7/PR2,Dongre et al. (2014),1100,35.38,2.29,6.07,11.96,,0.21,17.30,16.50,0.45,0.92,0.90,,,7.22,,,
Wajrakarur Kimberlite Field (South India),Pipe 2,Group-1 Kimberlite,,8/PR2A,Dongre et al. (2014),1100,33.10,2.59,5.38,12.90,,0.22,19.69,15.79,0.62,2.16,0.69,,,5.72,,,
Wajrakarur Kimberlite Field (South India),Pipe 2,Group-1 Kimberlite,,Pipe 2A,Dongre et al. (2014),1100,31.81,3.06,4.76,14.37,,0.24,21.88,12.24,0.01,0.05,0.54,,,11.07,,,
,,,,,,,,,,,,,,,,,,,,,,,
Narayanpet Kimberlite Field (South India),NK-1A,Group-1 Kimberlite,,NK-1A,Chalapathi Rao et al. (2012),1100,37.34,2.43,3.48,10.34,,0.15,27.86,8.41,0.04,0.84,0.58,,,7.18,,,
Narayanpet Kimberlite Field (South India),NK-1B,Group-1 Kimberlite,,NK-1B,Chalapathi Rao et al. (2012),1100,35.46,2.34,3.24,9.84,,0.15,27.67,11.88,0.04,0.17,0.74,,,7.25,,,
Narayanpet Kimberlite Field (South India),NK-1C,Group-1 Kimberlite,,NK-1C,Chalapathi Rao et al. (2012),1100,38.51,2.31,3.61,11.12,,0.16,27.52,7.3,0.06,0.96,0.65,,,6.96,,,
Narayanpet Kimberlite Field (South India),NK-1D,Group-1 Kimberlite,,NK-1D,Chalapathi Rao et al. (2012),1100,37.52,2.62,3.53,10.66,,0.16,27.63,9.43,0.04,0.81,0.71,,,6.31,,,
Narayanpet Kimberlite Field (South India),NK-1E,Group-1 Kimberlite,,NK-1E,Chalapathi Rao et al. (2012),1100,38.54,2.61,3.07,9.63,,0.14,28.49,8.2,0.04,0.67,0.6,,,7.39,,,
Narayanpet Kimberlite Field (South India),NP,Group-1 Kimberlite,,NP,Chalapathi Rao et al. (2012),1100,32.69,5.4,3.75,14.17,,0.21,22.62,10.08,0.09,1.01,0.56,,,8.52,,,
Narayanpet Kimberlite Field (South India),NP-5,Group-1 Kimberlite,,NP-5,Chalapathi Rao et al. (2012),1100,31.74,5.01,4.11,13.46,,0.19,22.72,10.6,0.03,0.48,0.42,,,10.16,,,
Narayanpet Kimberlite Field (South India),NP-10,Group-1 Kimberlite,,NP-10,Chalapathi Rao et al. (2012),1100,31.94,5.13,4.11,13.65,,0.19,23.29,10.58,0.09,0.51,0.45,,,9.25,,,
Narayanpet Kimberlite Field (South India),NP-7,Group-1 Kimberlite,,NP-7,Chalapathi Rao et al. (2012),1100,32.5,5.02,4.2,13.3,,0.19,23.1,10.9,0.11,0.55,0.41,,,9.12,,,
Narayanpet Kimberlite Field (South India),NK-2A,Group-1 Kimberlite,,NK-2A,Chalapathi Rao et al. (2012),1100,40.26,1.62,3.68,10.01,,0.15,28.67,7.23,0.06,0.8,0.64,,,5.98,,,
Narayanpet Kimberlite Field (South India),NK2-B,Group-1 Kimberlite,,NK2-B,Chalapathi Rao et al. (2012),1100,40.28,1.54,3.8,9.74,,0.14,28.06,7.34,0.08,0.72,0.58,,,6.9,,,
Narayanpet Kimberlite Field (South India),NK-2C,Group-1 Kimberlite,,NK-2C,Chalapathi Rao et al. (2012),1100,40.45,1.54,3.58,9.99,,0.14,27.87,8.37,0.07,0.75,0.67,,,5.51,,,
Narayanpet Kimberlite Field (South India),NK-2D,Group-1 Kimberlite,,NK-2D,Chalapathi Rao et al. (2012),1100,40.18,1.37,3.3,10.52,,0.15,31.36,6,0.08,0.81,0.56,,,4.81,,,
Narayanpet Kimberlite Field (South India),NK-2E,Group-1 Kimberlite,,NK-2E,Chalapathi Rao et al. (2012),1100,40.05,1.65,3.64,9.78,,0.14,27.13,9.94,0.07,0.4,0.52,,,5.4,,,
Narayanpet Kimberlite Field (South India),Himlapur,Group-1 Kimberlite,,Himlapur,Chalapathi Rao et al. (2012),1100,31.58,1.81,4.36,7.67,,0.14,24.76,10.99,0.03,1.11,0.29,,,16.4,,,
Narayanpet Kimberlite Field (South India),Nazarpur1,Group-1 Kimberlite,,Nazarpur1,Chalapathi Rao et al. (2012),1100,32.11,3.15,4.55,11.77,,0.18,22.21,9.9,0.03,2.54,0.49,,,11.9,,,
Narayanpet Kimberlite Field (South India),Nazarpur2,Group-1 Kimberlite,,Nazarpur2,Chalapathi Rao et al. (2012),1100,33.83,3.27,4.77,12.63,,0.19,21.81,12.12,0.05,1.35,0.53,,,8.3,,,
Narayanpet Kimberlite Field (South India),Wadagera,Group-1 Kimberlite,,Wadagera,Chalapathi Rao et al. (2012),1100,31.93,4.34,2.83,13.85,,0.2,24.75,10.35,0.05,1.51,0.22,,,8.9,,,
Narayanpet Kimberlite Field (South India),KK-6A,Group-1 Kimberlite,,KK-6A,Chalapathi Rao et al. (2012),1100,38.51,1.56,3.44,9.42,,0.13,28.4,10.02,0.08,0.47,0.51,,,6.64,,,
Narayanpet Kimberlite Field (South India),KK-6B,Group-1 Kimberlite,,KK-6B,Chalapathi Rao et al. (2012),1100,38.86,1.73,3.71,10.3,,0.15,27.71,10.51,0.07,0.26,0.54,,,5.26,,,
Narayanpet Kimberlite Field (South India),KK-6C,Group-1 Kimberlite,,KK-6C,Chalapathi Rao et al. (2012),1100,39.73,1.56,4.03,9.71,,0.13,27.16,9.03,0.13,0.44,0.47,,,7.12,,,
Narayanpet Kimberlite Field (South India),KK-6D,Group-1 Kimberlite,,KK-6D,Chalapathi Rao et al. (2012),1100,38.9,1.76,3.62,9.91,,0.14,28.6,9.91,0.07,0.53,0.53,,,5.5,,,
Narayanpet Kimberlite Field (South India),KK-6E,Group-1 Kimberlite,,KK-6E,Chalapathi Rao et al. (2012),1100,37.77,1.62,3.4,9.87,,0.14,27.45,10.96,0.06,0.45,0.51,,,6.76,,,
Narayanpet Kimberlite Field (South India),MK-1A,Group-1 Kimberlite,,MK-1A,Chalapathi Rao et al. (2012),1100,38.33,2.25,3.54,9.91,,0.13,25.91,11.64,0.06,0.36,0.56,,,6.45,,,
Narayanpet Kimberlite Field (South India),MK-1B,Group-1 Kimberlite,,MK-1B,Chalapathi Rao et al. (2012),1100,37.54,2.19,3.37,10.01,,0.13,25.71,11.59,0.07,0.32,0.56,,,7.46,,,
Narayanpet Kimberlite Field (South India),MK-1C,Group-1 Kimberlite,,MK-1C,Chalapathi Rao et al. (2012),1100,38.62,2.16,3.85,9.93,,0.14,25.59,10.25,0.08,0.57,0.5,,,7.76,,,
Narayanpet Kimberlite Field (South India),MK-1D,Group-1 Kimberlite,,MK-1D,Chalapathi Rao et al. (2012),1100,38,2.22,3.47,10.11,,0.13,25.83,11.25,0.07,0.3,0.51,,,7.34,,,
Narayanpet Kimberlite Field (South India),MK-1E,Group-1 Kimberlite,,MK-1E,Chalapathi Rao et al. (2012),1100,36.74,2.2,3.18,9.8,,0.13,27.24,11.28,0.05,1.15,0.69,,,6.84,,,
Narayanpet Kimberlite Field (South India),MD-11,Group-1 Kimberlite,,MD-11,Chalapathi Rao et al. (2012),1100,36.62,4.27,4.53,14.3,,0.2,21.2,12.96,0.14,0.37,0.57,,,4.1,,,
Narayanpet Kimberlite Field (South India),MD-7,Group-1 Kimberlite,,MD-7,Chalapathi Rao et al. (2012),1100,34.9,4.36,4.41,13.7,,0.19,21.17,12.96,0.14,0.55,0.5,,,6.46,,,
Narayanpet Kimberlite Field (South India),MD-11A,Group-1 Kimberlite,,MD-11A,Chalapathi Rao et al. (2012),1100,36.72,4.31,4.52,14.4,,0.2,21.35,12.98,0.15,0.31,0.59,,,3.71,,,
Narayanpet Kimberlite Field (South India),MD-5,Group-1 Kimberlite,,MD-5,Chalapathi Rao et al. (2012),1100,35.99,4.05,4.47,13.67,,0.19,20.93,13.49,0.2,0.59,0.53,,,5.04,,,
Narayanpet Kimberlite Field (South India),CH-23,Group-1 Kimberlite,,CH-23,Chalapathi Rao et al. (2012),1100,39.1,2.51,3.74,14.38,,0.18,21.2,13.4,0.02,0.74,0.63,,,4,,,
Narayanpet Kimberlite Field (South India),CH-24,Group-1 Kimberlite,,CH-24,Chalapathi Rao et al. (2012),1100,38.3,1.39,3.8,14.65,,0.17,23.9,12.85,0.08,0.3,0.65,,,5,,,
Narayanpet Kimberlite Field (South India),CH-36,Group-1 Kimberlite,,CH-36,Chalapathi Rao et al. (2012),1100,39.64,1.4,3.7,14.56,,0.18,21.5,13.01,0.09,0.76,0.64,,,5,,,
Narayanpet Kimberlite Field (South India),MK-5A,Group-1 Kimberlite,,MK-5A,Chalapathi Rao et al. (2012),1100,37.61,1.87,3.6,9.28,,0.14,29.48,10.36,0.01,0.08,0.9,,,6.5,,,
Narayanpet Kimberlite Field (South India),MK-5C,Group-1 Kimberlite,,MK-5C,Chalapathi Rao et al. (2012),1100,38.44,1.98,2.93,9.64,,0.13,28.89,10.49,0.01,0.06,0.69,,,6.32,,,
Narayanpet Kimberlite Field (South India),MK-5D,Group-1 Kimberlite,,MK-5D,Chalapathi Rao et al. (2012),1100,37.71,2.08,2.9,9.27,,0.12,29.12,10.84,0.01,0.06,0.71,,,6.74,,,
Narayanpet Kimberlite Field (South India),PDF-1B,Group-1 Kimberlite,,PDF-1B,Chalapathi Rao et al. (2012),1100,31.91,4.4,3.5,14.41,,0.2,22.89,11.18,0.06,1.05,0.88,,,8.54,,,
Narayanpet Kimberlite Field (South India),PDF-10,Group-1 Kimberlite,,PDF-10,Chalapathi Rao et al. (2012),1100,30.76,4.28,3.15,14.13,,0.21,23.63,12.6,0.02,0.1,0.71,,,9.58,,,
Narayanpet Kimberlite Field (South India),PDF-1A,Group-1 Kimberlite,,PDF-1A,Chalapathi Rao et al. (2012),1100,32.19,4.55,3.6,14.36,,0.21,22.9,11.15,0.04,1.04,0.79,,,8.56,,,
Narayanpet Kimberlite Field (South India),PDF-1,Group-1 Kimberlite,,PDF-1,Chalapathi Rao et al. (2012),1100,32.02,4.45,3.55,14.14,,0.21,23.04,10.94,0.13,1.03,0.76,,,8.68,,,
Narayanpet Kimberlite Field (South India),KK7-A,Group-1 Kimberlite,,KK7-A,Chalapathi Rao et al. (2012),1100,31.91,4.4,3.5,14.41,,0.2,22.89,11.18,0.06,1.05,0.88,,,8.54,,,
Narayanpet Kimberlite Field (South India),KK-11,Group-1 Kimberlite,,KK-11,Chalapathi Rao et al. (2012),1100,30.76,4.28,3.15,14.13,,0.21,23.63,12.6,0.02,0.1,0.71,,,9.58,,,
Narayanpet Kimberlite Field (South India),KK-4,Group-1 Kimberlite,,KK-4,Chalapathi Rao et al. (2012),1100,32.19,4.55,3.6,14.36,,0.21,22.9,11.15,0.04,1.04,0.79,,,8.56,,,
Narayanpet Kimberlite Field (South India),KK-10,Group-1 Kimberlite,,KK-10,Chalapathi Rao et al. (2012),1100,32.02,4.45,3.55,14.14,,0.21,23.04,10.94,0.13,1.03,0.76,,,8.68,,,
,,,,,,,,,,,,,,,,,,,,,,,
Miscellaneous,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Australia,Orrorro,Group-1 Kimberlite,,#4,Scott-Smith et al. (1984),,30.80,1.41,3.07,9.43,,0.15,25.86,10.09,0.08,1.58,0.74,,,14.13,,,
Australia,Orrorro,Group-1 Kimberlite,,#10,Scott-Smith et al. (1984),,31.00,1.33,3.05,8.90,,0.15,23.99,11.43,0.05,1.55,0.63,,,16.33,,,
Australia,Orrorro,Group-1 Kimberlite,,#3,Scott-Smith et al. (1984),,29.98,1.38,2.87,9.02,,0.17,26.04,10.36,0.08,1.36,0.62,,,14.65,,,
Australia,Orrorro,Group-1 Kimberlite,,#2,Scott-Smith et al. (1984),,29.64,1.21,2.53,8.35,,0.14,25.45,10.47,0.01,1.13,0.65,,,16.16,,,
,,,,,,,,,,,,,,,,,,,,,,,
Finland,Finland,Group-1 Kimberlite,,#15-4,O'Brien & Tyni (1999),,31.08,5.08,1.70,12.89,,0.38,25.38,7.53,0.03,1.26,0.41,9.15,5.45,,,,
Finland,Finland,Group-1 Kimberlite,,#14-7,O'Brien & Tyni (1999),,35.27,2.99,3.69,11.49,,0.20,29.97,4.08,0.10,2.16,0.37,8.90,0.04,,,,
Finland,Finland,Group-1 Kimberlite,,#14-5,O'Brien & Tyni (1999),,34.96,2.84,3.48,11.49,,0.19,29.96,3.78,0.14,2.28,0.34,9.68,1.72,,,,
Finland,Finland,Group-1 Kimberlite,,#5-8,O'Brien & Tyni (1999),,35.99,1.31,2.74,9.47,,0.17,28.39,7.27,0.14,0.31,0.27,10.50,4.67,,,,
Finland,Finland,Group-1 Kimberlite,,#1-113,O'Brien & Tyni (1999),,29.18,0.99,3.43,8.87,,0.17,25.28,9.71,0.14,3.29,0.43,8.76,7.17,,,,
Finland,Finland,Group-1 Kimberlite,,#5-4,O'Brien & Tyni (1999),,36.98,1.42,2.27,10.29,,0.18,32.58,3.34,0.05,0.05,0.27,13.67,0.37,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Russia,Arkhangelsk,Group-1 Kimberlite,,Pioneerskaya ZI 2-2,Beard et al. (2000),,35.88,0.94,2.57,8.83,,0.15,35.34,2.57,0.14,1.67,0.46,,,10.89,,,
Russia,Arkhangelsk,Group-1 Kimberlite,,Pachuga 693,Mahotkin et al. (2000),,35.47,2.75,2.07,10.08,,0.29,34.08,1.25,0.10,0.39,0.34,,,12.60,,,
,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,La Ceniza,Group-1 Kimberlite,,#64-2,Kaminsky et al. (2004),,32.64,0.87,2.40,8.85,1.96,0.20,36.05,3.49,0.27,1.68,0.12,4.72,6.02,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
